Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
25000,1/24/2008,larue,649,16.56%,531xx,WI,10+ years,0
7000,1/24/2008,dmcfpc0214,499,3.73%,686xx,NE,< 1 year,0
3000,1/24/2008,chrstcot,561,25.54%,631xx,MO,2 years,0
10000,1/24/2008,sonesa,584,15.56%,067xx,CT,10+ years,0
500,1/24/2008,robertrka,512,2.70%,609xx,IL,5 years,0
20000,1/24/2008,debt_consolidation,,100%,983xx,WA,6 years,0
5000,1/24/2008,navygirl3118,457,67.25%,341xx,FL,3 years,0
6000,1/24/2008,temporary assistance,637,10.43%,350xx,AL,9 years,0
2500,1/24/2008,troubled,593,68.70%,378xx,TN,10+ years,0
2500,1/24/2008,boomer1964,534,17.55%,524xx,IA,6 years,0
3800,1/24/2008,socialbutterfly27,550,25.03%,750xx,TX,8 years,0
15000,1/24/2008,Working our way out of debt!,707,55.40%,553xx,MN,2 years,0
25000,1/24/2008,slurrymaster,568,72.48%,661xx,KS,9 years,0
15000,1/24/2008,debt_consolidation,639,29.16%,926xx,CA,4 years,0
500,1/24/2008,punkin2285,0,8.60%,350xx,AL,2 years,0
25000,1/24/2008,supra87,529,17.84%,809xx,CO,< 1 year,0
15000,1/24/2008,sprinklerfitter,639,27.58%,606xx,IL,2 years,0
20000,1/24/2008,debt_consolidation,668,36.80%,075xx,NJ,10+ years,0
3000,1/24/2008,brisbysmama,596,22.09%,891xx,NV,10+ years,0
15000,1/24/2008,jstrom2007,446,20%,800xx,CO,< 1 year,0
2000,1/25/2008,jeremyfitz89,550,2.64%,750xx,TX,< 1 year,0
19000,1/25/2008,debt_consolidation,745,24.29%,364xx,AL,10+ years,0
25000,1/25/2008,yaas2576,613,26.38%,100xx,NY,< 1 year,0
5000,1/25/2008,jg1777,631,42.47%,850xx,AZ,< 1 year,0
5000,1/25/2008,jimmy618,549,45.07%,442xx,OH,10+ years,0
15000,1/25/2008,debt_consolidation,647,35.38%,403xx,KY,2 years,0
500,1/25/2008,mwrobes1,722,507.94%,600xx,IL,5 years,0
20000,1/25/2008,jfuller,567,12.27%,296xx,SC,10+ years,0
10000,1/25/2008,Wyattqt,653,34.50%,238xx,VA,< 1 year,0
25000,1/25/2008,marythedoctor,699,56.45%,598xx,MT,3 years,0
13000,1/25/2008,debt_consolidation,753,49.80%,307xx,GA,< 1 year,0
2500,1/25/2008,abm,646,8.17%,075xx,NJ,4 years,0
10000,1/25/2008,Need to get back on track,704,0%,747xx,OK,< 1 year,0
5000,1/25/2008,sbjanney,654,18.07%,100xx,NY,< 1 year,0
14000,1/25/2008,debt_consolidation,691,32.65%,881xx,NM,10+ years,0
900,1/25/2008,jenna1,647,28.83%,499xx,MI,2 years,0
20000,1/25/2008,debt_consolidation,685,29.36%,782xx,TX,6 years,0
2000,1/25/2008,petlover1984,453,29.19%,496xx,MI,1 year,0
20000,1/25/2008,roca,621,10.18%,331xx,FL,2 years,0
25000,1/25/2008,doyter,714,26.44%,808xx,CO,4 years,0
3000,1/25/2008,latino716,503,125.26%,337xx,FL,< 1 year,0
25000,1/25/2008,MarytheDR,699,40.64%,598xx,MT,3 years,0
5500,1/25/2008,lee10750,457,14.77%,153xx,PA,3 years,0
6000,1/25/2008,JWJ,663,0.98%,396xx,MS,1 year,0
6150,1/25/2008,jimif1979,632,21.95%,444xx,OH,1 year,0
10000,1/25/2008,debt_consolidation,588,15.81%,775xx,TX,10+ years,0
7500,1/25/2008,ttucker,524,14.03%,482xx,MI,10+ years,0
7200,1/25/2008,Bigball,488,11.28%,200xx,DC,< 1 year,0
5000,1/25/2008,susantat,535,0%,928xx,CA,10+ years,0
20000,1/25/2008,other,,100%,287xx,NC,< 1 year,0
4000,1/25/2008,invest00,623,45.10%,212xx,MD,6 years,0
25000,1/25/2008,erinjoy3,713,37.15%,190xx,PA,4 years,0
17500,1/25/2008,major_purchase,687,27.62%,352xx,AL,1 year,0
20000,1/25/2008,other,655,62.39%,432xx,OH,2 years,0
15000,1/25/2008,major_purchase,,100%,796xx,TX,4 years,0
6000,1/25/2008,petzrpeep2,700,10.33%,120xx,NY,8 years,0
20000,1/25/2008,DJScreen,703,22.69%,681xx,NE,1 year,0
15000,1/25/2008,dpcjr,618,10.71%,949xx,CA,10+ years,0
10000,1/25/2008,debt_consolidation,,100%,719xx,AR,8 years,0
10000,1/25/2008,other,671,34.21%,951xx,CA,< 1 year,0
20000,1/25/2008,ghouse,678,10.97%,199xx,DE,6 years,0
500,1/25/2008,Clfoster,421,0%,939xx,CA,5 years,0
15000,1/25/2008,other,686,37.44%,010xx,MA,8 years,0
18000,1/25/2008,major_purchase,,100%,352xx,AL,< 1 year,0
10000,1/25/2008,chauncey,0,0%,300xx,GA,1 year,0
9500,1/25/2008,Finalize my basement,763,24.96%,104xx,NY,5 years,0
1000,1/25/2008,tiffstiger,425,8.04%,913xx,CA,2 years,0
1000,1/25/2008,Merk,498,31.28%,323xx,FL,< 1 year,0
2050,1/25/2008,ACCOLADE INVESTMENTS INC. - Startup Loan,647,22.85%,804xx,CO,1 year,0
6000,1/25/2008,rivsaw,554,16.92%,925xx,CA,10+ years,0
15000,1/25/2008,debt_consolidation,760,27.21%,119xx,NY,10+ years,0
9000,1/25/2008,tru80,448,26.19%,331xx,FL,3 years,0
5000,1/25/2008,proudmomoffour,597,10.20%,496xx,MI,10+ years,0
20000,1/25/2008,debt_consolidation,720,26.22%,511xx,IA,10+ years,0
16000,1/26/2008,other,734,50.77%,995xx,AK,8 years,0
25000,1/26/2008,Mike_C,645,25.70%,463xx,IN,8 years,0
10000,1/26/2008,Tania,528,19.35%,750xx,TX,2 years,0
5000,1/26/2008,sh01hm,0,0%,740xx,OK,2 years,0
15000,1/26/2008,dustinwimbish,569,2.30%,241xx,LA,3 years,0
10000,1/26/2008,wedding loan,690,10.08%,105xx,NY,6 years,0
25000,1/26/2008,JPOgle,582,25.39%,463xx,IN,2 years,0
12000,1/26/2008,debt_consolidation,,100%,146xx,NY,10+ years,0
10000,1/26/2008,"I have been negotiating to settle my credit card debt at $0.25-$0.50 on the dollar.  These agreements put a great deal of stress on me as I now have a full time job but I have to raise the money to settle ASAP.  With this loan I will be settling about $40,000 in credit card debt and this will change my life.  I went through an extended period of unemployment due to a disability and now I found the perfect job from home - transcription.  I work with stock market analysts to transcribe conference calls for them.",576,101.83%,448xx,OH,< 1 year,0
5000,1/26/2008,MelindaMGM,603,24.96%,026xx,MA,1 year,0
10000,1/26/2008,Tresh,700,13.88%,296xx,SC,6 years,0
2000,1/26/2008,mandeekm1989,0,0%,165xx,PA,< 1 year,0
4000,1/26/2008,major_purchase,694,9.45%,284xx,NC,6 years,0
3500,1/26/2008,rsxtypes,694,27%,075xx,NJ,4 years,0
15000,1/26/2008,other,,100%,786xx,TX,2 years,0
8000,1/26/2008,ezmeralduh,604,27.63%,833xx,ID,7 years,0
2000,1/26/2008,blmorrow,555,29.33%,165xx,PA,5 years,0
5000,1/26/2008,HillNut,504,38.47%,201xx,VA,10+ years,0
17000,1/26/2008,workaholic,690,9.05%,592xx,MT,10+ years,0
5000,1/26/2008,major_purchase,,100%,299xx,SC,1 year,0
15000,1/26/2008,debt_consolidation,696,32.83%,346xx,FL,6 years,0
12000,1/26/2008,debt_consolidation,715,32.46%,405xx,KY,10+ years,0
5500,1/26/2008,Jimmie1122,662,21.48%,318xx,GA,10+ years,0
10000,1/26/2008,debt_consolidation,713,20.98%,327xx,FL,< 1 year,0
10000,1/26/2008,other,,100%,101xx,NY,< 1 year,0
18000,1/26/2008,debt_consolidation,730,13.24%,331xx,FL,2 years,0
22000,1/26/2008,debt_consolidation,760,9.78%,524xx,IA,10+ years,0
20000,1/26/2008,debt_consolidation,718,31.88%,850xx,AZ,6 years,0
25000,1/26/2008,DrJen,425,115.32%,228xx,VA,10+ years,0
21500,1/26/2008,southatlantic,572,6%,294xx,SC,6 years,0
15000,1/26/2008,I would like to consolidate my credit cards and have one monthly payment.,753,36.48%,443xx,OH,< 1 year,0
18500,1/26/2008,Cruise,471,0%,350xx,AL,5 years,0
10000,1/26/2008,other,694,31.55%,208xx,MD,6 years,0
15000,1/26/2008,land loan or personal loan,648,15.70%,980xx,WA,8 years,0
1500,1/26/2008,carole,552,36.93%,070xx,NJ,4 years,0
8000,1/26/2008,"I will use this closed-ended loan to finish eliminating all of my non-mortgage debt.  This has been a goal of mine from which I have never waivered since I graduated from college.  It has literally taken years to get my debt down to where it is today.  At my current payment levels it will take just over five years to complete the pay-off.  With this loan the 36 months is perfect for me, it will save not only time but hundreds to thousands in additional payments and interest.",603,14.02%,496xx,MI,10+ years,0
950,1/26/2008,mississippiloans,627,0%,395xx,MS,1 year,0
5000,1/26/2008,marbleman,730,17.77%,271xx,NC,4 years,0
15000,1/26/2008,sixeight,587,1.29%,946xx,CA,7 years,0
3500,1/26/2008,Rhinomike,481,17.85%,917xx,CA,10+ years,0
2500,1/26/2008,columbo,595,22.08%,280xx,NC,< 1 year,0
23000,1/26/2008,kimkc2,738,21.43%,921xx,CA,10+ years,0
15250,1/26/2008,buddygay,600,28.16%,671xx,KS,5 years,0
20000,1/26/2008,povoyes2008,638,58.34%,333xx,FL,< 1 year,0
8000,1/26/2008,scsa,554,7.33%,021xx,MA,10+ years,0
25000,1/26/2008,goodcredit08,629,51.95%,618xx,IL,10+ years,0
3000,1/26/2008,Colliegrl,595,61.29%,972xx,OR,10+ years,0
5000,1/27/2008,kenvess,459,27.95%,958xx,CA,< 1 year,0
20000,1/27/2008,debt_consolidation,,100%,941xx,CA,2 years,0
1200,1/27/2008,patch,588,0.40%,481xx,MI,10+ years,0
15000,1/27/2008,musikman,461,15.04%,913xx,CA,10+ years,0
5000,1/27/2008,jaflores,591,16.54%,112xx,NY,10+ years,0
10000,1/27/2008,home_improvement,0,0%,100xx,NY,10+ years,0
2000,1/27/2008,dremmsd5055,507,0%,191xx,PA,1 year,0
6000,1/27/2008,other,706,7.95%,275xx,NC,10+ years,0
18000,1/27/2008,Tonylapp,721,46.47%,302xx,GA,2 years,0
12000,1/27/2008,debt_consolidation,0,0%,197xx,DE,6 years,0
6000,1/27/2008,Libbie,596,22.74%,757xx,TX,9 years,0
500,1/27/2008,klpinvestments,0,0%,284xx,NC,9 years,0
19000,1/27/2008,mikeonajourney,747,30.93%,442xx,OH,10+ years,0
5000,1/27/2008,xlsf2007,540,0.94%,941xx,CA,2 years,0
15000,1/27/2008,partikat,421,8.44%,136xx,NY,< 1 year,0
20000,1/27/2008,debt_consolidation,707,49.38%,239xx,VA,6 years,0
6000,1/27/2008,soldierguy78,551,0.36%,337xx,FL,6 years,0
10000,1/27/2008,Diesel,453,13.20%,450xx,OH,3 years,0
25000,1/27/2008,Layla1,735,6.25%,346xx,FL,4 years,0
25000,1/27/2008,dreamit08,634,20.24%,890xx,NV,10+ years,0
1000,1/27/2008,Barber Shop Upgrades,457,0%,489xx,MI,< 1 year,0
3000,1/27/2008,Investing in Education,547,15.92%,486xx,MI,4 years,0
16500,1/27/2008,To pay off a Chase credit card,640,10.74%,074xx,NJ,10+ years,0
3000,1/27/2008,WeslJohns,407,5.77%,152xx,PA,10+ years,0
3500,1/27/2008,acfine7,595,15.38%,020xx,MA,< 1 year,0
3000,1/27/2008,JEEPMECHANIC,568,16.92%,604xx,IL,10+ years,0
10000,1/27/2008,Sasieme007,446,25.72%,088xx,NJ,2 years,0
5000,1/27/2008,kenjc10183,0,0%,080xx,NJ,< 1 year,0
1500,1/27/2008,orkys,570,40.25%,497xx,MI,10+ years,0
20000,1/27/2008,debt_consolidation,711,30.09%,906xx,CA,2 years,0
15000,1/27/2008,debt_consolidation,707,14.89%,920xx,CA,5 years,0
15000,1/27/2008,debt_consolidation,709,17.12%,958xx,CA,< 1 year,0
25000,1/27/2008,carpetwitch1,663,45.64%,140xx,NY,< 1 year,0
15000,1/27/2008,Business Loan - True Recession PROOF!!!,499,40.18%,321xx,FL,8 years,0
8000,1/27/2008,enzod123,462,6.29%,115xx,NY,1 year,0
5500,1/27/2008,other,718,36.25%,488xx,MI,10+ years,0
17000,1/27/2008,LaVeron27,557,14.44%,981xx,WA,10+ years,0
15000,1/27/2008,fjaybeck,569,12.50%,940xx,CA,10+ years,0
5000,1/27/2008,other,,100%,777xx,TX,6 years,0
1500,1/27/2008,animallover67,569,137.40%,496xx,MI,10+ years,0
20000,1/27/2008,debt_consolidation,705,25.07%,920xx,CA,10+ years,0
18000,1/27/2008,poknpop,674,31.06%,024xx,MA,3 years,0
10000,1/27/2008,mjg,485,19.01%,801xx,CO,1 year,0
7000,1/27/2008,jroam9604,622,7.38%,928xx,CA,4 years,0
22500,1/27/2008,mtgmaster,682,15.93%,800xx,CO,< 1 year,0
10000,1/27/2008,debt_consolidation,744,15.35%,917xx,CA,10+ years,0
3000,1/27/2008,MMR,583,13.75%,971xx,OR,1 year,0
800,1/28/2008,deddington,407,22.13%,991xx,NV,1 year,0
10000,1/28/2008,Lyndee,614,0%,853xx,AZ,9 years,0
25000,1/28/2008,cpsalamat,484,52.84%,995xx,AK,< 1 year,0
20000,1/28/2008,other,563,21.47%,190xx,PA,2 years,0
5000,1/28/2008,dwetenka,558,25.54%,405xx,KY,10+ years,0
5000,1/28/2008,teta,521,11.40%,071xx,NJ,4 years,0
500,1/28/2008,Melinda0922,432,3.36%,604xx,IL,10+ years,0
5000,1/28/2008,parker4021,612,37.82%,440xx,OH,< 1 year,0
5000,1/28/2008,Bullrunacres,546,15.46%,400xx,KY,2 years,0
2000,1/28/2008,TRolleston,567,18.34%,128xx,NY,< 1 year,0
15000,1/28/2008,other,,100%,070xx,NJ,2 years,0
7000,1/28/2008,whatever1,0,0.31%,302xx,GA,7 years,0
5000,1/28/2008,Thediva,467,0%,605xx,IL,< 1 year,0
5000,1/28/2008,Rockin,0,0%,605xx,IL,9 years,0
7000,1/28/2008,debt_consolidation,706,1.01%,286xx,NC,10+ years,0
7500,1/28/2008,APRILW304,634,70.80%,378xx,TN,< 1 year,0
20000,1/28/2008,major_purchase,,100%,380xx,TN,9 years,0
25000,1/28/2008,Scoops,492,0.58%,493xx,MI,6 years,0
10000,1/28/2008,juliachamp,435,36.68%,373xx,TN,< 1 year,0
18000,1/28/2008,jdk_79,701,19.49%,786xx,TX,< 1 year,0
10000,1/28/2008,Renovate 517 House,737,10.31%,326xx,FL,10+ years,0
15000,1/28/2008,debt_consolidation,728,18.46%,676xx,KS,6 years,0
2000,1/28/2008,CubbyPrado,630,0%,770xx,TX,< 1 year,0
25000,1/28/2008,quil-it1234,422,13.17%,037xx,NH,3 years,0
4000,1/28/2008,Need help paying off medical expenses,722,5.36%,019xx,MA,< 1 year,0
5000,1/28/2008,jamescrawford,547,11.35%,770xx,TX,< 1 year,0
15000,1/28/2008,debt_consolidation,672,40.46%,604xx,IL,6 years,0
500,1/28/2008,mperdomo,490,0%,105xx,NY,2 years,0
10000,1/28/2008,debt_consolidation,718,21.33%,076xx,NJ,10+ years,0
7000,1/28/2008,gallen,545,33.78%,770xx,TX,3 years,0
19500,1/28/2008,Punda79,624,8.09%,605xx,IL,4 years,0
8000,1/28/2008,Karina,491,14.64%,331xx,FL,10+ years,0
3500,1/28/2008,jonjon1288,520,0%,344xx,FL,< 1 year,0
20000,1/28/2008,debt_consolidation,669,43.29%,936xx,CA,3 years,0
25000,1/28/2008,andrew7297,671,29.88%,752xx,TX,< 1 year,0
25000,1/28/2008,calcruiser,673,33.52%,906xx,CA,10+ years,0
5000,1/28/2008,syrhonda,691,23.34%,300xx,GA,4 years,0
8000,1/28/2008,major_purchase,664,22.23%,195xx,PA,10+ years,0
10000,1/28/2008,debt_consolidation,774,27%,954xx,CA,10+ years,0
25000,1/28/2008,Val-halla,709,32.98%,890xx,NV,10+ years,0
8000,1/28/2008,other,610,13.74%,208xx,MD,6 years,0
7000,1/28/2008,debt_consolidation,683,18.15%,249xx,WV,< 1 year,0
6000,1/28/2008,youngset,615,0.33%,950xx,CA,8 years,0
14500,1/28/2008,flash757,571,22.70%,230xx,VA,< 1 year,0
25000,1/28/2008,kyshona,684,36.89%,761xx,TX,10+ years,0
25000,1/28/2008,shavr,693,55.01%,435xx,OH,10+ years,0
14000,1/28/2008,debt_consolidation,698,24.22%,961xx,CA,10+ years,0
17000,1/28/2008,crweeks76,552,0%,386xx,ID,< 1 year,0
3000,1/28/2008,JRS1981,553,9.75%,331xx,FL,< 1 year,0
20000,1/28/2008,consolidation,736,15.62%,610xx,IL,< 1 year,0
13000,1/28/2008,other,705,77.76%,386xx,MS,8 years,0
4000,1/28/2008,mypiehole,0,0%,972xx,OR,4 years,0
6000,1/28/2008,debt_consolidation,663,3.12%,850xx,AZ,1 year,0
20000,1/28/2008,Vrejik,649,1.18%,024xx,MA,7 years,0
8000,1/28/2008,BBFlinger,504,31.55%,844xx,UT,1 year,0
6000,1/28/2008,Rossless,576,12.33%,926xx,CA,10+ years,0
9100,1/28/2008,debt_consolidation,,100%,060xx,CT,10+ years,0
20000,1/28/2008,debt_consolidation,672,60.31%,220xx,VA,1 year,0
3000,1/28/2008,"I'am just looking for a small loan to payoff some credit card debit, and have some money for the Christmas holiday season.",611,24.96%,496xx,MI,6 years,0
22000,1/28/2008,cris1431,692,44.52%,322xx,FL,1 year,0
5000,1/28/2008,debt_consolidation,652,16.40%,167xx,PA,10+ years,0
12000,1/28/2008,debt_consolidation,708,13.28%,105xx,NY,10+ years,0
24000,1/28/2008,debt_consolidation,711,35.43%,283xx,NC,3 years,0
15000,1/28/2008,debt_consolidation,,100%,601xx,IL,6 years,0
20000,1/28/2008,other,757,19%,079xx,NJ,6 years,0
25000,1/28/2008,HARMONY,652,31.45%,301xx,GA,5 years,0
20000,1/28/2008,debt_consolidation,739,34.13%,325xx,FL,3 years,0
15000,1/28/2008,major_purchase,0,0.68%,722xx,AR,10+ years,0
25000,1/28/2008,theredneck,515,0%,974xx,OR,< 1 year,0
5000,1/28/2008,JCrawford,547,11.09%,770xx,TX,< 1 year,0
4000,1/28/2008,halogus,550,7.37%,956xx,CA,< 1 year,0
25000,1/28/2008,RisingProfessional,564,20.54%,100xx,NY,10+ years,0
20000,1/28/2008,DEBT REFINANCING,704,3.46%,118xx,NY,10+ years,0
6000,1/28/2008,villa77,638,40.24%,926xx,CA,9 years,0
10000,1/28/2008,debt_consolidation,,100%,104xx,NY,10+ years,0
20000,1/28/2008,debt_consolidation,729,67.17%,802xx,CO,8 years,0
20000,1/28/2008,debt_consolidation,727,31.73%,989xx,WA,6 years,0
8500,1/28/2008,rodney1966,622,15.57%,486xx,MI,9 years,0
5000,1/28/2008,home_improvement,616,0%,146xx,NY,10+ years,0
20000,1/28/2008,debt_consolidation,575,45.67%,972xx,OR,8 years,0
17000,1/28/2008,debt_consolidation,704,28.04%,330xx,FL,10+ years,0
13000,1/28/2008,niki447,647,16.44%,432xx,OH,10+ years,0
25000,1/28/2008,"Sailing, take me away",762,4.04%,941xx,CA,3 years,0
15000,1/28/2008,rockyroad247,717,25.71%,936xx,CA,10+ years,0
8000,1/28/2008,rock39,589,18.86%,378xx,TN,2 years,0
1500,1/28/2008,other,0,0%,914xx,CA,2 years,0
25000,1/28/2008,susan59,738,53.28%,841xx,UT,< 1 year,0
6000,1/28/2008,debt_consolidation,637,73.35%,453xx,OH,1 year,0
10000,1/28/2008,queenswoman17,519,4.80%,349xx,FL,< 1 year,0
11000,1/28/2008,debt_consolidation,687,19.19%,741xx,OK,2 years,0
10000,1/28/2008,edwardvoyce,542,24.29%,782xx,TX,1 year,0
20000,1/28/2008,ITAnalyst,476,2.39%,802xx,CO,4 years,0
10000,1/28/2008,debt_consolidation,685,26.60%,500xx,IA,1 year,0
15000,1/28/2008,waygor,693,7.08%,287xx,NC,< 1 year,0
7000,1/28/2008,home_improvement,,100%,331xx,FL,10+ years,0
5000,1/28/2008,toasteraudio,536,1.20%,554xx,MN,3 years,0
10000,1/28/2008,debalea,597,1.78%,720xx,AR,10+ years,0
5000,1/28/2008,okietechie,418,28.49%,730xx,OK,2 years,0
24975,1/28/2008,buying my first business,694,0.86%,112xx,NY,3 years,0
10000,1/28/2008,debt_consolidation,677,13.36%,956xx,CA,3 years,0
10000,1/28/2008,7gx52,590,16.82%,917xx,CA,10+ years,0
9823,1/29/2008,debt_consolidation,686,65.89%,480xx,MI,1 year,0
10000,1/29/2008,debt_consolidation,655,15.18%,551xx,MN,4 years,0
7000,1/29/2008,other,668,28.60%,190xx,PA,10+ years,0
15000,1/29/2008,divemaster0035,708,29.37%,173xx,PA,5 years,0
10000,1/29/2008,major_purchase,750,21.07%,292xx,SC,6 years,0
20000,1/29/2008,debt_consolidation,696,37.94%,136xx,NY,10+ years,0
4000,1/29/2008,Drs2008,654,22.81%,357xx,AL,1 year,0
7500,1/29/2008,johnhsr,459,9.78%,028xx,RI,6 years,0
20000,1/29/2008,debt_consolidation,634,41.43%,906xx,CA,< 1 year,0
17000,1/29/2008,debt_consolidation,628,29.22%,219xx,MD,10+ years,0
2000,1/29/2008,ctaviator,417,12.59%,064xx,CT,< 1 year,0
13000,1/29/2008,rattler,683,19.80%,785xx,TX,10+ years,0
10000,1/29/2008,4th year business stock.,649,9.83%,026xx,MA,2 years,0
5000,1/29/2008,other,650,15.90%,787xx,TX,< 1 year,0
14000,1/29/2008,sricha007,619,13.17%,985xx,WA,9 years,0
1000,1/29/2008,nlron1978,637,28.93%,234xx,VA,5 years,0
2000,1/29/2008,other,659,29.93%,622xx,IL,2 years,0
10000,1/29/2008,debt_consolidation,665,34.80%,170xx,PA,6 years,0
15000,1/29/2008,LandDog,518,30.95%,377xx,TN,1 year,0
15000,1/29/2008,debt_consolidation,710,24.21%,441xx,OH,5 years,0
2500,1/29/2008,DPDough125,525,24.10%,069xx,CT,2 years,0
12000,1/29/2008,other,676,25.03%,112xx,NY,4 years,0
20000,1/29/2008,debt_consolidation,658,1.60%,191xx,PA,2 years,0
25000,1/29/2008,ryko,732,16.42%,461xx,IN,4 years,0
12000,1/29/2008,other,685,16.82%,030xx,NH,8 years,0
4000,1/29/2008,krystylsea,610,11.23%,826xx,WY,2 years,0
5000,1/29/2008,Relocation,761,0%,900xx,CA,< 1 year,0
20000,1/29/2008,PrideEMS,696,6.67%,770xx,TX,6 years,0
15000,1/29/2008,Bell2,462,8.93%,981xx,WA,10+ years,0
18000,1/29/2008,"I have approximately $18,000 in credit card debt.  I need to get a lower interest rate(mine range from 19% to 21.25%) and the ability to pay less each month the three of them total around $525 each month.",722,71.55%,980xx,WA,< 1 year,0
6700,1/29/2008,debt_consolidation,636,12.13%,915xx,CA,4 years,0
5000,1/29/2008,bran33,611,6.36%,487xx,MI,5 years,0
20425,1/29/2008,Refinancing a Great Curves for Women,661,19.11%,765xx,TX,1 year,0
3000,1/29/2008,StewardofEarth,584,1.42%,814xx,CO,1 year,0
25000,1/29/2008,nr82633,525,33%,826xx,WY,1 year,0
10800,1/29/2008,Parents share for son's education,720,11.04%,900xx,CA,4 years,0
3500,1/29/2008,rburrill,610,20.02%,980xx,WA,< 1 year,0
2000,1/29/2008,debt_consolidation,641,22.36%,435xx,OH,4 years,0
20000,1/29/2008,spank24,621,139.01%,391xx,MS,< 1 year,0
10000,1/29/2008,writerartist,519,47.46%,984xx,WA,8 years,0
20000,1/29/2008,paul_thtchr,419,22.34%,080xx,NJ,< 1 year,0
17000,1/29/2008,debt_consolidation,634,22%,941xx,CA,10+ years,0
20000,1/29/2008,spanky2,614,28.86%,391xx,MS,< 1 year,0
20000,1/29/2008,yanko24,575,0%,080xx,NJ,< 1 year,0
20000,1/29/2008,truelark,650,12.02%,032xx,NH,3 years,0
5000,1/29/2008,huynhck,571,21.94%,201xx,VA,1 year,0
20000,1/29/2008,other,697,37.08%,077xx,NJ,4 years,0
10000,1/29/2008,major_purchase,669,0.74%,944xx,CA,10+ years,0
10500,1/29/2008,lazarusT,615,28.27%,385xx,TN,< 1 year,0
15183,1/29/2008,debt_consolidation,663,14%,482xx,MI,< 1 year,0
10000,1/29/2008,other,689,1.11%,606xx,IL,2 years,0
8000,1/29/2008,chughes,0,0%,597xx,MT,2 years,0
25000,1/29/2008,geddy411,644,29.35%,140xx,NY,1 year,0
20000,1/29/2008,clstrouse,594,30%,454xx,OH,10+ years,0
2000,1/29/2008,tkgriss,603,8.14%,977xx,OR,< 1 year,0
1500,1/29/2008,other,602,24.81%,171xx,PA,8 years,0
12000,1/29/2008,shelley,503,0%,320xx,FL,10+ years,0
25000,1/29/2008,gresh,653,12.23%,197xx,DE,10+ years,0
13000,1/29/2008,"13,000 for credit card balances",774,9.66%,015xx,MA,1 year,0
8000,1/29/2008,vmehr,492,4.75%,383xx,TN,3 years,0
14100,1/29/2008,Consolidating debt with a new baby!,723,11.71%,354xx,AL,3 years,0
15000,1/29/2008,major_purchase,797,0%,330xx,FL,< 1 year,0
4500,1/29/2008,mgoblue,492,21.83%,028xx,RI,< 1 year,0
8500,1/29/2008,Cherylb,634,26.27%,444xx,OH,10+ years,0
5000,1/29/2008,other,656,0.56%,700xx,LA,4 years,0
15000,1/29/2008,major_purchase,685,29.56%,500xx,IA,5 years,0
10000,1/29/2008,slayerllll,0,1.20%,931xx,CA,1 year,0
5000,1/29/2008,coolman708,672,40.05%,939xx,CA,5 years,0
23000,1/29/2008,peterc,564,15.34%,105xx,NY,6 years,0
5100,1/29/2008,"Need  ""new"" car to get to work",704,19.56%,747xx,OK,< 1 year,0
20000,1/29/2008,MarkBeaver,607,20.28%,170xx,PA,5 years,0
3000,1/29/2008,lonelymama013,525,35.16%,502xx,IA,3 years,0
10000,1/29/2008,debt_consolidation,652,27.58%,911xx,CA,4 years,0
5000,1/29/2008,brdtitan2k,0,0%,891xx,NV,3 years,0
2500,1/29/2008,major_purchase,0,0%,303xx,GA,< 1 year,0
15000,1/29/2008,other,775,1.75%,946xx,CA,< 1 year,0
25000,1/29/2008,baabyg,652,16.27%,935xx,CA,10+ years,0
3000,1/29/2008,major_purchase,652,20.32%,189xx,PA,10+ years,0
4000,1/30/2008,lissa76,485,10.44%,388xx,MS,< 1 year,0
3000,1/30/2008,cadillacman34,604,7.15%,782xx,TX,< 1 year,0
20000,1/30/2008,home_improvement,780,20.13%,388xx,MS,8 years,0
20000,1/30/2008,debt_consolidation,640,9.88%,191xx,PA,10+ years,0
1500,1/30/2008,ncjammie,587,64.62%,280xx,NC,1 year,0
6000,1/30/2008,other,683,22.64%,283xx,NC,10+ years,0
20000,1/30/2008,tbuckit,400,6.62%,597xx,MT,6 years,0
15000,1/30/2008,jdajan,625,32.66%,799xx,TX,6 years,0
12000,1/30/2008,cody,675,35.17%,282xx,NC,1 year,0
15000,1/30/2008,Melissa1981,520,13.49%,606xx,IL,< 1 year,0
20000,1/30/2008,debt_consolidation,636,13.28%,490xx,MI,2 years,0
10000,1/30/2008,debt_consolidation,657,34.64%,441xx,OH,6 years,0
20000,1/30/2008,debt_consolidation,645,29.13%,370xx,TN,8 years,0
10000,1/30/2008,major_purchase,651,46.13%,117xx,NY,8 years,0
4500,1/30/2008,debt_consolidation,694,30%,591xx,MT,< 1 year,0
7100,1/30/2008,gth509,586,9.29%,063xx,CT,< 1 year,0
5048,1/30/2008,debt_consolidation,678,44.63%,765xx,TX,4 years,0
3000,1/30/2008,other,633,2.68%,283xx,NC,10+ years,0
12000,1/30/2008,debt_consolidation,644,8.57%,112xx,NY,8 years,0
20000,1/30/2008,Credit Card Debt,768,17.76%,606xx,IL,2 years,0
13500,1/30/2008,debt_consolidation,693,22.32%,481xx,MI,1 year,0
5000,1/30/2008,eric7,507,61.19%,860xx,AZ,< 1 year,0
